,idx,class,conversation,Augmentation
301,1135,갈취 대화,"야 이리와 봐
저요?
그래 너
내가 배가 고파서 그러는데 만원 있냐
저 용돈이 떨어져서 없어요
나 무시 하냐?
아니에요 아저씨 
좋은 말 할때 내놔라
그럼 집에 가서 가져 올께요
이게 날 바보로 아나?","야, 이리 와
저요?
그래요 당신
배고픈데 1만원 있을까
저는 용돈이 없어지지 않았습니다
나 무시하는 거야?
아니에요, 아저씨
좋은 말을 할 때 내놔라
그럼 집에 가서 가지고 오겠습니다
이게 나를 바보라고 생각하는 거야?"
302,1146,갈취 대화,"여기 도둑이야 저 자식이 내 노트북을 
저놈 잡아 넌이제 도망 못가
나도 노트북좀 사용해보자 난 돈이 없어서 만져본적도 없다
돈없으면 노트북도 만지지마 어디서 이런 도둑놈이
나도 좀 해보자고
이 사람 노트북 없으면 어떻게 될진 생각해본적이 있어 생각도 없는놈
너 다치기 싫으면 저리가
너 이 녀석이
안돼 내 노트북이 
저렇게까지 가지고 싶었나 이상한 놈일세","여기 도둑이야, 쟤가 내 노트북을
쟤 잡아. 너는 이제 도망갈 수 없어
나도 노트북 써봐야겠다. 나는 돈이 없어서 만져 본 적도 없다
돈 없으면 노트북도 만지지 마. 어디서 이런 도둑이
나도 좀 해봐야겠다
이 사람 노트북이 없으면 어떻게 될까 생각해 본 적이 있어. 생각지도 않은 녀석
당신이 다치기 싫으면 저리 가라
당신 이 녀석이
안 돼, 내 노트북이
저렇게까지 갖고 싶었는지 이상한 녀석이군"
303,1148,갈취 대화,"야. 리니지에서 네가 키우는 캐릭터 나도 한번 써보자. 아이디랑 비번 좀 알려줘
 형. 왜그러세요
 알려달라고 하면 알려줘. 우리가 잠깐만 해보고 줄께
 형들 지난번에도 그냥 빌린다더니 뺐어가셨잖아요
 이 새끼가 말이 많네. 알려달라고 
 싫어요
 너 주고 싶냐. 오늘 좀 맞아볼까
 왜 이러세요
 형들이 좀 쓰자면 쓰는거지 말이 많아. 이 자식아
 이러지마세요
 오늘 너 좀 혼나야겠다","야 리니지에서 네가 키우는 캐릭터 나도 한번 써봐야겠다. 아이디와 비밀번호를 알려주세요
형, 왜 그래요
알려달라고 하면 알려줘. 우리가 조금만 해볼게
형들 저번에도 빌린다고 했는데 뺐잖아요
얘 말이 많네. 가르쳐 달라고
싫어요。
'여보' 주고 싶은 거야? 오늘 좀 맞아볼까
어쩌다가 이렇게 됐어요.
형들이 좀 쓸 거면 쓰는 거야. 말이 많다. 이 자식
하지말아주세요
오늘 오빠. 좀 혼나야 돼"
304,1149,갈취 대화,"노랑아 나 담주 생일인거 알지?
네? 아.네 미리 축하드려요
뭐야 설마 말로 때우는 거야? 노랑아 이 목걸이 이쁘네 어디서 샀어? 좀 줘봐
네? 아. 목걸이 좋아하시나 봐요
아니 좋아하는 건 아니고 달라면 그냥 주지 말이 왜 이렇게 많아
아. 이거는 안되는데
그러면 다음에 하나 사올래?
아 저 돈 없는데
다음주까지 꼭 사와라.
너무 비싼데 흑흑.
확씨 말이 많아. 그냥 이거 가져간다","노랑아, 내가 다음 주 생일인 거 알지?
네? 아, 네. 먼저 축하드립니다
뭐야 설마 말로 끝낼거야? 노란색, 이 목걸이 예쁘네. 어디서 샀어? 좀 줘
네? 아, 목걸이 좋아하나봐요
아니, 좋아하는 게 아니라 원한다면 줄 말이 왜 이렇게 많아
아, 이거 안 되는데
그럼 이번에 하나 사올래?
아, 나 돈 없는데
다음주까지 꼭 사와라.
너무 비싼데 흑흑.
확실히 형 말이 많아. 이것을 가지고 갈게"
305,1150,갈취 대화,"혹시 돈 좀 빌려줄 수 있어?
아니. 나 돈 없는데?
카드는 있을거 아니야
왜 그러는데.?
나 급히 돈이 필요해서
너 저번에도 빌리고 안 갚았잖아.
다음에 저번것 까지 해서 같이 갚을게
안될것같아.
맞고 줄래 그냥 줄래?
알았어.","돈 좀 빌려줄래?
아니, 나 돈 없는데?
카드는 있잖아
무슨일이야?
나 급하게 돈이 필요해서
너 저번에도 빌려서 안 갚았잖아.
다음에 저번꺼까지 해서 같이 돌려줄께
안 될 것 같아.
맞아줄래? 그냥 줄래?
알겠다."
306,1156,갈취 대화,"엄마 돈 좀
뭐? 저번에도 이따만큼 빌려갔잖어
아들한테 돈 좀 줄 수 있지 뭘그래!
너 나이가 몇이야!
나도 다 돈 벌려고 하는거야!
안돼 돈없어.
엄마 돈 있는 거 다 알아
얼마가 필요한데
100만원
이번만이다.","엄마, 돈 좀 줘요
어? 저번에도 이만큼 빌려서 갔었잖아
아들에게 돈을 줄 수 있어!
너 몇살이야!
나도 전부 돈을 벌려고 해!
안 돼, 돈이 없어.
엄마, 돈 있는 거 알아요
얼마 필요한데
100만원
이번뿐이다."
307,1173,갈취 대화,"얼마있나
없어요
너 십원에 한대야
보세요 없어요
맞고 줄래
그냥 드릴게요
내놔
근데 이거 빌린거에요
그건 내가 알바 아니고
너무하세요","얼마 있느냐
없어요.
당신 10원으로 한다면서
봐주세요。 없습니다.
알아맞혀 주다
그냥 드리겠습니다
내게
근데 이건 빌렸어요
그건 제가 알바가 아니라
너무해요"
308,1177,갈취 대화,"저기요 혹시 가지마켓 뽀리님 맞으신가요?
아 네네 맞아요. 자전거 가지고 나오셨나요?
여기요. 혹시 모를 상태대비해서 제가 잡고 있을테니까 자전거 상태 확인해주세요.
넵. 아 역시 리미티드라 그런지 와 상태도 좋고 멋진데요?
그쵸 사실 이 자전거 원래 제가 1900만원 주고 구매했는데 더 좋은 주인 찾아 주려고 1000만원에 내놓은겁니다. 뭐 자전거에 관심 낳으실테니 잘 아시죠?
아 당연하죠. 저 어쩌피 이 자전거 너무 마음에 들어서 구매할테니까 타고 한 바퀴만 돌아볼게요. 흔들림 없는지 확인해봐야 해서
그럼 믿고 자전거에서 손 땔게요. 타다가 고장나셔도 사셔야 합니다.
넵 잠시만요 달려볼게요 으짜 오 완전 부드러운데 잘 나가는데요? 무게도 적당하고 그럼. 안녕히계세요
네? 저기요!!!! 돈 주고 가셔야죠!!!!! 도둑이야 도둑!! 도둑질 하시면 안되죠!!!
그니까 왜 저를 믿었어요?! 아무나 믿고 살지 마세요!! 그럼 진짜 안녕히 계세요!!!!",
309,1186,갈취 대화,"야 꼬마야 돈 좀있냐
무서운 어른은 피하라고 엄마가 그랬는데
우리 무서운 어른 아닌데 그냥 돈이 필요한 어른인데
저 돈 없어요
그럼 너 휴대전화라도 줘
네? 돈이 필요하다면서 휴대전화는 왜요?
그야 너 핸드폰이 돈이 돼니까 그렇지
안돼요 왜 그러세요
코피 터지고 나서 줄래 그냥 줄래
죄송해요 한번만 봐주세요
넌 잘못한게 없어 다만 핸드폰을 안주면 큰일이 생길거야","이봐, 아가야, 돈 좀 있어
무서운 어른은 피하라고 엄마가 얘기했는데
우리는 무서운 어른이 아니지만, 그저 돈이 필요한 어른인데
나는 돈이 없습니다
그럼, 당신, 휴대폰이라도 줘요
어? 돈이 필요하다면서 핸드폰은 왜 그래요?
맞아 너 폰이 돈이 되니깐 그렇지
안 돼요. 무슨 일이에요
코피가 나고 나서 줄래? 그대로 줄래
죄송합니다. 한번만 봐주세요
넌 잘못한게 없어. 그냥 핸드폰 안주면 큰일나"
310,1191,갈취 대화,"월세 좀 올려야겠어요.
갑자기 왜. 저번에도 갑자기 올리셨잖아요 이유라도 묻죠
아니 올려야겠다고요
이유도 없이 안주면 내쫓겠다 협박만 하시고 이게 뭡니까?
아니면 나가던가
항상 이런식이세요?
뭘 항상이래
지금 이게 몇 번 째냐고요.
나가던가 맞던가 돈을 내놓던가
하 진짜 말이 안통하네요","집세를 좀 올려야겠어요.
갑자기 왜. 저번에도 갑자기 올라왔잖아요 이유라도 물을께요
아니, 올리지 않으면 가요
이유도 없애 주지 않으면 내쫓겠다 협박만 하고 이게 뭐예요?
아니면 나갈까
항상 이런 느낌인가요?
무슨 일이 항상이야
지금 이게 몇 번째예요?
나갈지 말지 돈을 낼지
하 정말 말이 안통하네요"
311,1198,갈취 대화,"너 돈좀있냐?
없는데요.
됐고 돈 얼마있어
이게다예요.
니 계좌에서 그럼 돈 빼간다
죄송해요 이게다예요
이새끼봐라 비밀번호뭐냐?
맞고줄래 그냥줄래
그냥 줄게요. 이거에요
그래 잘 가져간다
하.","너 돈 좀 있어?
없는데요.
좋아, 돈은 얼마나 있어
이게 전부입니다.
그러면 네 계좌에서 돈을 인출하겠다
미안해요。 이게 전부입니다
이 자식, 비밀번호가 뭐야?
맞아줄래? 그대로 줄래
그냥 드릴게요. 이것입니다
응, 잘 가지고 갈게
아휴."
312,1199,갈취 대화,"승희야 나 돈 없는데 조금 빌려주면 안돼?
 나 지금 돈 없어. 미안.
 미안? 미안할짓 하지말고 좀 빌려주라 갚는다고
 돈 없다고. 없는데 어떻게 빌려줘
 넌 돈도 없냐? 도대체 있는게 뭐야 찐따같네 진짜
 그만 좀 해.
 너 동생한테 빌려야겠다. 걔 1학년이지? 걔한테 든뜯어야지
 아 진짜 그만해. 여기.
 뭐야 돈 있네? 왜 없는척해?
 제발 그만 좀 해. 한번만 더 이러면 나도 못참아
 어 아무튼 고마워 잘쓴다
 꼭 갚아.","승희야, 나 돈 없으니까 좀 빌려주면 안 돼?
나는 지금 돈이 없어. 미안.
미안해? 미안해 하지말고 좀 빌려달라고 돌려준다고
돈이 없다니까. 없는데 어떻게 빌려 주니
너는 돈도 없어? 도대체 무슨 일이 있는 거야, 정말
그만 좀 해.
너 동생한테 빌리자. 쟤 1학년 맞지? 저 아이에게 손을 떼지 않으면
이제 그만해. 여기요。
뭐야, 돈이 있어? 왜 없는 척 하는 거야?
제발 그러지 마. 한번만 더 이러면 나도 못참겠어
아, 아무튼 고마워요. 잘 쓰네
꼭 돌려줘."
313,1204,갈취 대화,"야 이거 알지?
어? 잘 모르겠는데?
이거 몰라 이거 비싼건데? 
아 그래? 난 잘 모르는 물건이네.
이거 진짜 너니까 싸게 10만원에 줄께
난 필요없는데.
아니 이거 비싸고 좋은거라고 10만원에 줄테니까 가져가 빨리
필요없어 난.
아니 말귀 못알아듣냐? 10만원에 가져가라고 빨리 10만원 가져와
진짜 필요없어 다른사람한테 팔어","야, 이거 알지?
어? 잘 모르겠는데?
이건 몰라. 이거 비싼데?
아 그래 난 잘 모르는 물건인데.
이건 정말 너니까 싸게 10만원에 줄게
나는 필요 없는데.
아니, 이건 비싸고 좋은 거라고 10만원에 줄 테니까 가져가, 빨리
필요 없어, 나는.
아니, 말을 못 알아 들어? 10만원에 가져가래. 빨리 10만원 가져와
정말 필요없어 다른 사람한테 팔고"
314,1209,갈취 대화,"야 너 돈 가져왔냐?
아니요.오늘은 못 구했습니다.
내가 오늘 돈 필요하다 했잖아
그게 . 용돈을 못 받아서 .
그럼 알아서 구해왔어야지
죄송합니다 .
죄송하면 뭐? 학교생활 힘들고 싶니?
죄송합니다 .내일은 꼭 가져오겠습니다 .
내일도 안가져오면 얼굴도 못 들고 다닐줄 알아
네.알겠습니다 .죄송합니다","야, 너 돈 가져왔어?
아니요, 오늘은 못 구했어요.
내가 오늘 돈이 필요하다고 했잖아
용돈을 못 받아서.
그럼 자기가 찾아와야지
죄송합니다.
미안한데 뭐야? 학교생활 많이 힘들어하니?
죄송합니다. 내일은 꼭 가지고 오겠습니다.
내일도 가지고 오지 않으면 얼굴도 못 들 거야
예 알겠습니다。 죄송합니다"
315,1210,갈취 대화,"야 돈 있어? 나 어디에 급하게 쓸 돈이 필요한데 부족하네. 좀 줄 수 있어?
 아니 나 돈 없어. 미안해.
 아니 친군데 못줘? 너 직장에 가서 예전에 너가 한 짓 다 까발릴까? 그래도 괜찮아?
 야 왜그래. 이게 그거랑 무슨 상관이야. 그렇게 되면 나 일도 제대로 못해.
 너 일 못하는게 날아 무슨상관이야. 그때 그 일 내가 까발리면 너 짤릴텐데 그래도 안줄거야?
 미안해 줄 돈이 없어. 제발 그러지마.
 아니? 내가 이렇게 말해도 못준다고? 나 이보다 더한 짓도 할 수 있어.
 제발 그러지마. 미안해.
 너 직장에만 말할 것같아? 니 부모한테도 다 말할거야. 그래도 괜찮겠어?
 아니야 절대 안돼 제발 그러지마.","야, 돈 있어? 나 어디 급하게 쓸 돈이 필요한데 부족하네. 좀 줄래?
아니, 나는 돈이 없어. 미안해.
아니, 친구인데 못 줘? 너 직장에 가서 예전에 네가 했던 일을 다 폭로하자? 그래도 괜찮아?
야, 왜 그래. 이게 그거랑 무슨 상관이야. 그렇게 되면 나는 일도 제대로 할 수 없어.
당신 일 못하는 게 무슨 상관이야. 그때의 일, 내가 행동하면 너 잘릴텐데 그래도 안줄거야?
미안해 줄 돈이 없어. 제발 그러지 마.
아니, 내가 이렇게 말해도 못 주는 거야? 나이보다 더 심할 수도 있어.
제발 그러지 마. 미안해.
너 직장에만 말할 것 같아? 너희 부모님께도 다 말할게. 그래도 괜찮아?
아니, 절대 안 돼. 제발 그러지 마."
316,1211,갈취 대화,"가져왔어?
여기
오늘은 왜 이것밖에 안돼?
 엄마한테 더 말하기가 그래서 눈치채실까봐
 야 너 엄마는 무섭고 나는 안무서운가봐?
아니 그게 아니라 엄마가 걱정하실까봐
엄마가 더 걱정하게 만들어줘?
미안해.
가진거 더 있으면 더 내놔
알겠어.여기
 있으면서 짜식 진짜 꼭 무서운 말을 해야 알아들어","가져왔어?
여기요
오늘은 왜 이것밖에 못해?
엄마한테 더 말하는 게 그래서 눈치챌까 봐
야, 여보 엄마는 무섭고 나는 안무섭나보네?
아니, 그게 아니라 엄마가 걱정하실까봐
엄마한테 더 걱정시켜?
미안해.
가진 것이 더 있으면 더 내놓아라
알았어. 여기
정말 무서운 이야기를 하지 않으면 모른다"
317,1214,갈취 대화,"오 장사장 오랜만이야
아니 이게 누구야. 김사장 아니야
그러게 잘 지냈어?
나야 잘 지내지. 어쩐일이야 여기까지
아니 다름이아니라. 내가 급전이 필요해서
김사장 왜 이러나. 난 돈 안 빌려주는 거 알면서
누가 빌리자고 했나. 좀 기부해달라는 거지.장사장 어려울때 내가 도와준거 기억안나?
그게 무슨 도와준거야. 이러려고 찾아왔나? 나도 사정 어려워.가게에 운영도 힘들다고
자네 금고까지 열라고 했나 그냥 주머니 속 돈 좀 쥐어달라는 거지
자네 거기에서 손 털었다고 하지 않았나
뭔 말이 이렇게 기나 그냥 내놔. 난 폭력 싫어해. 그냥 내놔","오장사장님 오랜만이네요
아니, 이게 누구야. 김사장아냐
그래, 잘 지냈어?
나는 잘 지내고 있어. 어떻게 된거야 여기까지
아니, 다름이 아니라. 제가 갑자기 돈이 필요해서
김 사장님, 왜 이러시지? 저는 돈 안 빌려주는 거 알면서
누가 빌리자고 했나? 기부 좀 해달라는 거야. 장 사장님이 힘들 때 내가 도와준 거 기억 안 나?
그게 뭘 도와준 거야. 이러려고 온 건가? 나도 사정은 어려워. 가게 운영도 힘들대
너 금고까지 열라고 했느냐, 그냥 주머니 속의 돈을 쥐어 달라는 거야
자네 거기서 손을 흔들었다고 하지 않았나
왜 이렇게 길어. 나는 폭력이 싫어. 그대로 내게"
318,1221,갈취 대화,"야 합의 하에 영상 지워줄까 아님 그냥 유포할까?
 합의할게요
 그래 합의금 100만원 입금 전화하면 받아. 답장 바로바로 해.
 저 편의점이 조금 먼데 시간 좀 주시면 안될까요?
 빨리 뛰어가 5분 내로 입금해
 네 일단 가고 있어요
 돈 찍어서 보내 바로바로 확인하라고 씨발
 잠시만요
 빨리빨리 안보내면 바로 유포해버린다?
 입금했어요","야, 합의하고 영상 꺼줄까? 아니면 그냥 유포할까?
합의합니다
그러게 합의금 100만원 입금 전화하면 받아. 답장 바로 해.
저 편의점이 좀 먼데 시간 좀 내주시겠어요?
빨리 달려서 5분 안에 입금하고
네, 일단 가고 있어요
돈을 찍어 보내고 바로 확인하라고
잠깐만 기다려 주십시오.
빨리 보내지 않으면 바로 유포되어 버린다?
입금했습니다"
